,user_id,selfie_link_id_1,selfie_link_id_2,selfie_link_id_3,missing_count
9293,7618,7618_2020-06-17 01:00:00,7618_00000173-0016-0619-7765-F8F005C1B6FD,,1
9297,7630,7630_2020-05-21 19:00:00,7630_00000409-0016-0689-0450-F8F005C20C06,,1
9307,7658,7658_00001497-0016-5472-0767-F8F005C1B91C,7658_00001662-0016-6486-3618-F8F005C1B91C,,1
9316,7680,7680_2020-05-11 09:00:00,7680_2020-05-29 06:00:00,,1
9324,7695,7695_00000675-0016-0915-7230-F8F005C1FF9D,7695_00001769-0016-8622-1555-F8F005C1FF9D,,1
9325,7696,7696_00000410-0016-0374-2394-F8F005C1FDD1,7696_00000495-0016-4923-8461-F8F005C1FDD1,,1
9332,7711,7711_00000802-0016-1535-6592-F8F005C20FBC,7711_00001805-0016-7600-6656-F8F005C20FBC,,1
9333,7712,7712_2020-06-06 09:00:00,7712_2020-06-12 09:00:00,,1
9334,7716,7716_00000914-0016-6175-5253-F8F005C20EDA,7716_00001129-0016-8751-2130-F8F005C20EDA,,1
9339,7725,7725_00000312-0016-4814-3512-F8F005C20C4F,7725_00001096-0016-8369-4381-F8F005C20C4F,,1
9341,7727,7727_00000186-0016-0394-9297-F8F005C212FF,7727_00000206-0016-0688-6758-F8F005C212FF,,1
9346,7745,7745_00002288-0016-8386-6072-F8F005C1F6B6,7745_00002403-0016-8957-2898-F8F005C1F6B6,,1
9363,7784,7784_00000468-0016-8193-2914-F8F005C1F86D,7784_00000539-0016-8922-2887-F8F005C1F86D,,1
9365,7788,7788_00000278-0016-1220-9365-F8F005C1B880,7788_00000304-0016-2240-2112-F8F005C1B880,,1
9369,7795,7795_2020-06-13 10:00:00,7795_00000399-0016-5272-8085-F8F005C1CBE2,,1
9379,7812,7812_00000651-0016-0411-0208-F8F005C1FF7D,7812_00000712-0016-0669-1556-F8F005C1FF7D,,1
9380,7813,7813_00000357-0016-0383-4631-F8F005C20B49,7813_00000395-0016-0843-0164-F8F005C20B49,,1
9381,7814,7814_2020-06-14 20:00:00,7814_00000475-0016-4184-9907-F8F005C2103D,,1
9384,7826,7826_2020-05-07 19:00:00,7826_2020-06-16 05:00:00,,1
9386,7836,7836_00000774-0016-1004-8783-F8F005C1B5A5,7836_00002286-0016-8952-9349-F8F005C1B5A5,,1
9391,7847,7847_2020-05-25 20:00:00,7847_2020-06-04 09:00:00,,1
9402,7869,7869_00001256-0016-3159-3869-F8F005C1FA33,7869_00000447-0016-8956-9771-F8F005C202F0,,1
9403,7870,7870_2020-05-27 10:00:00,7870_00002034-0016-7602-0207-F8F005C1B854,,1
9405,7877,7877_00000793-0016-3113-4047-F8F005C1FD7E,7877_00001440-0016-8936-7154-F8F005C1FD7E,,1
9409,7888,7888_2020-05-22 19:00:00,7888_2020-06-16 05:00:00,,1
9413,7896,7896_00000145-0016-7346-7239-F8F005C2125F,7896_00000452-0016-8779-7206-F8F005C2125F,,1
9422,7909,7909_2020-06-06 06:00:00,7909_00000838-0016-8820-5758-F8F005C1FC43,,1
9423,791,791_00002214-0016-6768-4678-F8F00528BD7B,791_00001651-0016-8663-7341-F8F005C20CA8,,1
9426,7918,7918_2020-05-20 21:00:00,7918_2020-06-02 19:00:00,,1
9427,7920,7920_00000854-0016-2256-1534-F8F005C1B6A3,7920_00001306-0016-4554-4987-F8F005C1B6A3,,1
9428,7921,7921_00000855-0016-1823-4155-F8F005C1CCD5,7921_00001211-0016-4522-0450-F8F005C1CCD5,,1
9431,7926,7926_00000420-0016-0850-4334-F8F005C1F9D1,7926_00002010-0016-8899-8591-F8F005C1F9D1,,1
9439,7948,7948_00000978-0016-8599-5130-F8F005C1CCB2,7948_00000997-0016-8784-1226-F8F005C1CCB2,,1
9447,7969,7969_2020-05-16 21:00:00,7969_00000591-0016-0869-4815-F8F005C1FF36,,1
9449,7972,7972_00000744-0016-1031-0787-F8F005C1F712,7972_00000761-0016-1103-3630-F8F005C1F712,,1
9450,7975,7975_2020-06-05 17:00:00,7975_2020-06-06 07:00:00,,1
9454,7982,7982_2020-05-28 22:00:00,7982_2020-06-16 05:00:00,,1
9457,7989,7989_00000591-0016-2079-0328-F8F005C1C3FD,7989_00001720-0016-8783-8635-F8F005C1C3FD,,1
9460,7999,7999_2020-06-04 09:00:00,7999_2020-06-07 10:00:00,,1
9464,8010,8010_2020-05-30 09:00:00,8010_2020-06-11 05:00:00,,1
9467,8016,8016_2020-06-01 19:00:00,8016_2020-06-16 03:00:00,,1
9472,8025,8025_2020-05-27 05:00:00,8025_2020-05-28 04:00:00,,1
9486,8055,8055_2020-05-10 20:00:00,8055_00000219-0016-0669-0358-F8F005C1CADE,,1
9487,8057,8057_00000411-0016-0910-8988-F8F005C20ED4,8057_00000666-0016-3640-7295-F8F005C20ED4,,1
9489,8060,8060_2020-05-15 07:00:00,8060_2020-06-16 03:00:00,,1
9497,8078,8078_00000754-0016-1316-8895-F8F005C20618,8078_00001332-0016-6071-3370-F8F005C20618,,1
9500,8087,8087_2020-05-12 00:00:00,8087_00001598-0016-8931-1679-F8F005C1F65E,,1
9507,8104,8104_2020-06-06 18:00:00,8104_00000174-0016-2180-4005-F8F005C20DE2,,1
9509,8106,8106_00000851-0016-3700-1652-F8F005C20F19,8106_00001100-0016-8897-2088-F8F005C20F19,,1
9516,8113,8113_00000965-0016-6765-6545-F8F005C214A8,8113_00001183-0016-8936-6901-F8F005C214A8,,1
9524,8124,8124_00000840-0016-1450-5655-F8F005C1B69D,8124_00002234-0016-8923-1402-F8F005C1B69D,,1
9526,8129,8129_00000381-0016-0689-9458-F8F005C1FD82,8129_00000388-0016-0758-9568-F8F005C1FD82,,1
9530,814,814_2020-05-24 07:00:00,814_2020-06-15 20:00:00,,1
9533,8146,8146_00000145-0016-0628-4815-F8F005C211B1,8146_00000146-0016-0634-4922-F8F005C211B1,,1
9540,8157,8157_2020-05-30 06:00:00,8157_00000765-0016-0914-1011-F8F005C21213,,1
9544,8168,8168_00002066-0016-8264-9505-F8F005C1FF1A,8168_00002179-0016-8859-2686-F8F005C1FF1A,,1
9545,8170,8170_00001176-0016-2935-9592-F8F005C21108,8170_00002509-0016-8874-8293-F8F005C21108,,1
9546,8171,8171_00000181-0016-1296-2121-F8F005C214E2,8171_00000185-0016-1473-2816-F8F005C214E2,,1
9548,8173,8173_2020-05-11 08:00:00,8173_00000286-0016-0612-4549-F8F005C2126B,,1
9549,8176,8176_2020-05-21 12:00:00,8176_00000085-0016-0537-4407-F8F005C1FE59,,1
9557,8186,8186_2020-05-19 22:00:00,8186_2020-06-16 04:00:00,,1
9558,8188,8188_2020-05-23 06:00:00,8188_2020-06-16 20:00:00,,1
9561,8193,8193_00000670-0016-0607-9730-F8F005C20BA2,8193_00001149-0016-3182-2633-F8F005C20BA2,,1
9594,8276,8276_00000672-0016-2897-8593-F8F005C1F64C,8276_00000709-0016-3847-8362-F8F005C1F64C,,1
9595,8277,8277_00000523-0016-1382-1076-F8F005C2139B,8277_00001060-0016-8948-8312-F8F005C2139B,,1
9599,8293,8293_00000499-0016-2953-1892-F8F005C1F4F2,8293_00001000-0016-8940-9499-F8F005C1F4F2,,1
9612,8329,8329_00001882-0016-5788-9613-F8F005C1B54F,8329_00002582-0016-8946-6323-F8F005C1B54F,,1
9626,8355,8355_2020-06-07 10:00:00,8355_00000393-0016-0650-0042-F8F005C1F7E8,,1
9628,8358,8358_00002097-0016-6969-7443-F8F005C20C38,8358_00000222-0016-8252-8442-F8F005C209F4,,1
9631,8364,8364_00000431-0016-2122-4372-F8F005C1FD23,8364_00000832-0016-8914-3548-F8F005C1FD23,,1
9635,8383,8383_2020-06-08 03:00:00,8383_2020-06-16 19:00:00,,1
9636,8386,8386_2020-06-06 06:00:00,8386_2020-06-12 22:00:00,,1
9643,8407,8407_00000192-0016-1112-8750-F8F005C1CC41,8407_00000285-0016-8582-3597-F8F005C1CC41,,1
9669,8465,8465_00000763-0016-1488-6067-F8F005C20DED,8465_00001954-0016-7309-7980-F8F005C20DED,,1
9672,8474,8474_2020-05-22 09:00:00,8474_2020-06-10 13:00:00,,1
9682,8504,8504_00000170-0016-0725-5235-F8F005C1F91C,8504_00000199-0016-1060-9893-F8F005C1F91C,,1
9690,8518,8518_2020-05-16 21:00:00,8518_00002027-0016-8950-2247-F8F00529AA97,,1
9697,8536,8536_00000578-0016-0464-1949-F8F005C1FE35,8536_00000733-0016-1376-8571-F8F005C1FE35,,1
9703,8562,8562_2020-06-01 20:00:00,8562_00000625-0016-1822-7044-F8F005C21017,,1
9706,8567,8567_00001676-0016-7532-0993-F8F005C1CC1F,8567_00001719-0016-7776-8525-F8F005C1CC1F,,1
9708,8569,8569_00000657-0016-0985-6866-F8F005C1B814,8569_00000664-0016-1026-4922-F8F005C1B814,,1
9723,8606,8606_2020-05-20 04:00:00,8606_00000692-0016-4104-4940-F8F005C20C9D,,1
9725,8616,8616_2020-06-05 05:00:00,8616_2020-06-10 07:00:00,,1
9729,8620,8620_2020-05-12 20:00:00,8620_2020-05-29 00:00:00,,1
9731,8624,8624_00000778-0016-1094-9608-F8F005C20BF8,8624_00002189-0016-8033-4329-F8F005C20BF8,,1
9736,8644,8644_2020-06-04 21:00:00,8644_00000341-0016-0405-2254-F8F005C1FC7E,,1
9741,8651,8651_00002158-0016-7635-5294-F8F005C1F764,8651_00002430-0016-8939-8916-F8F005C1F764,,1
9746,8659,8659_00000743-0016-6071-3435-F8F005C2125E,8659_00000694-0016-8870-7714-F8F005C21485,,1
9747,8660,8660_00000249-0016-2211-3012-F8F005C1F5D7,8660_00000276-0016-3334-6403-F8F005C1F5D7,,1
9757,8695,8695_00001837-0016-6239-8735-F8F005C212A2,8695_00002454-0016-8956-8337-F8F005C212A2,,1
9758,8696,8696_2020-05-08 21:00:00,8696_2020-05-15 21:00:00,,1
9759,8697,8697_00000618-0016-0354-0509-F8F005C1B6F5,8697_00002036-0016-8940-3612-F8F005C1B6F5,,1
9773,8727,8727_00000092-0016-1390-1666-F8F00529A9F6,8727_00000095-0016-1428-1895-F8F00529A9F6,,1
9775,8732,8732_2020-06-16 04:00:00,8732_00000494-0016-0805-9135-F8F005C1CB37,,1
9777,8743,8743_2020-05-31 07:00:00,8743_2020-06-08 20:00:00,,1
9779,8746,8746_00000514-0016-0452-6305-F8F005C20808,8746_00000688-0016-1622-2619-F8F005C20808,,1
9781,8751,8751_2020-05-08 21:00:00,8751_2020-05-14 21:00:00,,1
9789,8769,8769_00001035-0016-4314-4919-F8F005C21397,8769_00001911-0016-8481-4991-F8F005C21397,,1
9794,8776,8776_2020-05-16 21:00:00,8776_2020-05-28 18:00:00,,1
9796,8780,8780_00000828-0016-7592-6239-F8F005C21048,8780_00000928-0016-8949-0907-F8F005C21048,,1
9799,8788,8788_2020-06-15 08:00:00,8788_2020-06-16 07:00:00,,1
9806,8802,8802_00001509-0016-6228-0052-F8F005C1C546,8802_00001841-0016-8931-4827-F8F005C1C546,,1
9810,8813,8813_2020-05-24 09:00:00,8813_2020-06-11 05:00:00,,1
9811,8816,8816_2020-05-09 06:00:00,8816_00000726-0016-0758-8249-F8F005C21228,,1
9812,8819,8819_2020-05-10 05:00:00,8819_2020-05-27 07:00:00,,1
9813,8820,8820_00000319-0016-4736-4766-F8F005C206FE,8820_00000436-0016-8805-8398-F8F005C206FE,,1
9820,8829,8829_00000881-0016-3729-8707-F8F005C1FC9C,8829_00001403-0016-8930-6280-F8F005C1FC9C,,1
9821,883,883_2020-05-16 10:00:00,883_00001600-0016-7257-5575-F8F00528AB54,,1
9854,8905,8905_2020-05-11 04:00:00,8905_2020-06-13 07:00:00,,1
9876,8959,8959_00001210-0016-3312-3624-F8F005C1FCF7,8959_00000443-0016-6560-8999-F8F005C1C58A,,1
9878,8960,8960_2020-06-01 08:00:00,8960_00000259-0016-0633-7589-F8F005C20E1B,,1
9896,8999,8999_00000716-0016-0695-3742-F8F005C1F6E9,8999_00002619-0016-8957-7108-F8F005C1F6E9,,1
9909,9038,9038_2020-05-31 21:00:00,9038_00000181-0016-0348-5186-F8F005C1B88E,,1
9910,9050,9050_00000608-0016-2854-8599-F8F005C20BEF,9050_00000750-0016-3968-4394-F8F005C20BEF,,1
9912,9057,9057_2020-05-29 06:00:00,9057_2020-06-10 07:00:00,,1
9917,9076,9076_2020-06-16 20:00:00,9076_2020-06-17 06:00:00,,1
10034,9428,9428_00000871-0016-1462-3403-F8F005C1B824,9428_00001232-0016-3121-0834-F8F005C1B824,,1
10124,9723,9723_00001705-0016-7256-4205-F8F005C1A3FA,9723_00001959-0016-8897-4521-F8F005C1A3FA,,1
10148,9783,9783_2020-05-28 21:00:00,9783_00000210-0016-1342-7409-F8F005C1CC68,,1
